Date,ExchangeRate,HeadlineInflation,FuelPrice(Diesel),Beans,Carrot,Cabbage,Tomato,Brinjal,Pumpkin,Snake gourd,Green Chilli,Red Onion (Local),Potato (Local),Red Dhal,Banana (Sour),Papaw,EconIndex
2024-10-07,293.7819,189.9,283.0,350.0,120.0,120.0,250.0,250.0,60.0,180.0,200.0,340.0,283.0,278.0,130.0,100.0,0.007509784961306276
2024-10-08,293.5476,189.9,283.0,350.0,100.0,120.0,230.0,200.0,60.0,150.0,200.0,300.0,257.0,278.0,130.0,100.0,0.0069962273598442315
2024-10-09,293.361,189.9,283.0,350.0,120.0,140.0,250.0,200.0,60.0,180.0,230.0,330.0,267.0,278.0,120.0,100.0,0.006587222458296682
2024-10-10,292.9175,189.9,283.0,300.0,100.0,120.0,230.0,130.0,60.0,150.0,250.0,310.0,263.0,278.0,120.0,95.0,0.005615123455956772
2024-10-11,293.1156,189.9,283.0,250.0,80.0,100.0,200.0,120.0,90.0,130.0,200.0,320.0,258.0,278.0,120.0,95.0,0.006049334983270149
2024-10-12,292.7,189.9,283.0,250.0,80.0,100.0,200.0,120.0,90.0,130.0,200.0,320.0,258.0,278.0,120.0,95.0,0.005138389446917746
2024-10-13,292.7,189.9,283.0,250.0,80.0,100.0,200.0,120.0,90.0,130.0,200.0,320.0,258.0,278.0,120.0,95.0,0.005138389446917746
2024-10-14,292.8558,189.9,283.0,350.0,100.0,100.0,300.0,130.0,90.0,200.0,250.0,325.0,260.0,278.0,100.0,80.0,0.005479884429024473
2024-10-15,292.8871,189.9,283.0,300.0,90.0,80.0,250.0,150.0,90.0,250.0,300.0,325.0,253.0,278.0,100.0,80.0,0.005548490288716623
2024-10-16,293.6853,189.9,283.0,300.0,80.0,80.0,250.0,130.0,100.0,270.0,350.0,333.0,253.0,278.0,100.0,80.0,0.007298049304877208
2024-10-17,292.8,189.9,283.0,300.0,80.0,80.0,250.0,130.0,100.0,270.0,300.0,333.0,253.0,278.0,100.0,80.0,0.005357577497050736
2024-10-18,292.9995,189.9,283.0,400.0,80.0,80.0,200.0,100.0,100.0,200.0,300.0,230.0,253.0,278.0,100.0,80.0,0.005794857657066055
2024-10-19,292.9,189.9,283.0,400.0,80.0,80.0,200.0,100.0,100.0,200.0,300.0,230.0,253.0,278.0,100.0,80.0,0.005576765547183726
2024-10-20,292.9,189.9,283.0,400.0,80.0,80.0,200.0,100.0,100.0,200.0,300.0,230.0,253.0,278.0,100.0,80.0,0.005576765547183726
2024-10-21,292.8693,189.9,283.0,400.0,100.0,130.0,250.0,200.0,120.0,320.0,300.0,300.0,257.0,278.0,100.0,80.0,0.005509474815792947
2024-10-22,293.0992,189.9,283.0,300.0,100.0,100.0,200.0,250.0,120.0,320.0,300.0,320.0,253.0,278.0,100.0,80.0,0.006013388143048415
2024-10-23,293.2637,189.9,283.0,250.0,80.0,100.0,200.0,200.0,120.0,300.0,300.0,320.0,257.0,278.0,100.0,75.0,0.006373952485516976
2024-10-24,293.2756,189.9,283.0,200.0,80.0,100.0,200.0,200.0,110.0,300.0,400.0,375.0,260.0,278.0,100.0,80.0,0.006400035863482756
2024-10-25,293.6754,189.9,283.0,300.0,100.0,100.0,200.0,150.0,100.0,300.0,350.0,313.0,257.0,278.0,100.0,80.0,0.0072763496879147405
2024-10-26,293.4,189.9,283.0,300.0,100.0,100.0,200.0,150.0,100.0,300.0,350.0,313.0,257.0,278.0,100.0,80.0,0.006672705797848011
2024-10-27,293.4,189.9,283.0,300.0,100.0,100.0,200.0,150.0,100.0,300.0,350.0,313.0,257.0,278.0,100.0,80.0,0.006672705797848011
2024-10-28,293.6867,189.9,283.0,350.0,100.0,280.0,220.0,180.0,100.0,320.0,400.0,313.0,243.0,278.0,100.0,80.0,0.007301117937579205
2024-10-29,293.5354,189.9,283.0,250.0,90.0,80.0,200.0,250.0,100.0,320.0,350.0,313.0,243.0,278.0,100.0,80.0,0.006969486417728432
2024-10-30,293.7185,189.9,283.0,250.0,80.0,80.0,200.0,280.0,100.0,300.0,350.0,320.0,245.0,278.0,80.0,80.0,0.007370819737522016
2024-10-31,292.9,189.9,283.0,250.0,80.0,80.0,200.0,280.0,100.0,300.0,350.0,320.0,245.0,278.0,80.0,80.0,0.005576765547183726
2024-11-01,293.4102,189.4,283.0,250.0,100.0,100.0,200.0,300.0,100.0,300.0,350.0,313.0,257.0,278.0,80.0,60.0,0.006159622584835489
2024-11-02,292.9,189.4,283.0,250.0,100.0,100.0,200.0,300.0,100.0,300.0,350.0,313.0,257.0,278.0,80.0,60.0,0.0050413251530573855
2024-11-03,292.9,189.4,283.0,250.0,100.0,100.0,200.0,300.0,100.0,300.0,350.0,313.0,257.0,278.0,80.0,60.0,0.0050413251530573855
2024-11-04,292.9776,189.4,283.0,250.0,80.0,80.0,200.0,250.0,100.0,250.0,400.0,338.0,255.0,278.0,80.0,60.0,0.005211415079960757
2024-11-05,293.0869,189.4,283.0,200.0,80.0,60.0,180.0,200.0,100.0,200.0,300.0,310.0,273.0,278.0,80.0,60.0,0.005450987618756231
2024-11-06,293.1073,189.4,283.0,250.0,60.0,60.0,180.0,200.0,100.0,200.0,250.0,310.0,280.0,278.0,80.0,60.0,0.005495701980983259
2024-11-07,292.9412,189.4,283.0,300.0,80.0,70.0,180.0,200.0,90.0,200.0,350.0,310.0,273.0,278.0,80.0,60.0,0.005131630629712003
2024-11-08,292.6902,189.4,283.0,250.0,100.0,70.0,180.0,250.0,80.0,200.0,350.0,290.0,280.0,278.0,80.0,60.0,0.00458146862387826
2024-11-09,292.5,189.4,283.0,250.0,100.0,70.0,180.0,250.0,80.0,200.0,350.0,290.0,280.0,278.0,80.0,60.0,0.004164572952525425
2024-11-10,292.5,189.4,283.0,250.0,100.0,70.0,180.0,250.0,80.0,200.0,350.0,290.0,280.0,278.0,80.0,60.0,0.004164572952525425
2024-11-11,292.6497,189.4,283.0,350.0,90.0,60.0,250.0,200.0,80.0,150.0,200.0,318.0,273.0,278.0,100.0,80.0,0.004492697463574946
2024-11-12,292.594,189.4,283.0,450.0,120.0,80.0,250.0,250.0,80.0,200.0,200.0,318.0,275.0,278.0,100.0,80.0,0.004370609719650531
2024-11-13,292.5977,189.4,283.0,450.0,100.0,60.0,250.0,200.0,80.0,200.0,250.0,318.0,267.0,278.0,100.0,80.0,0.004378719677505805
2024-11-14,292.2986,189.4,283.0,450.0,90.0,60.0,200.0,250.0,80.0,250.0,400.0,385.0,280.0,278.0,100.0,80.0,0.0037231282195581694
2024-11-15,292.1,189.4,283.0,450.0,90.0,60.0,200.0,250.0,80.0,250.0,400.0,385.0,280.0,278.0,100.0,80.0,0.0032878207519941305
2024-11-16,292.1,189.4,283.0,450.0,90.0,60.0,200.0,250.0,80.0,250.0,400.0,385.0,280.0,278.0,100.0,80.0,0.0032878207519941305
2024-11-17,292.1,189.4,283.0,450.0,90.0,60.0,200.0,250.0,80.0,250.0,400.0,385.0,280.0,278.0,100.0,80.0,0.0032878207519941305
2024-11-18,292.1947,189.4,283.0,500.0,90.0,60.0,200.0,200.0,100.0,200.0,200.0,325.0,317.0,278.0,100.0,80.0,0.0034953918354698743
2024-11-19,291.5886,189.4,283.0,480.0,80.0,60.0,200.0,150.0,100.0,200.0,200.0,313.0,307.0,275.0,100.0,80.0,0.0021668930636140615
2024-11-20,290.917,189.4,283.0,500.0,80.0,60.0,200.0,150.0,120.0,180.0,200.0,313.0,303.0,275.0,100.0,80.0,0.0006948261189213545
2024-11-21,290.9755,189.4,283.0,400.0,80.0,50.0,200.0,200.0,120.0,180.0,280.0,313.0,308.0,275.0,100.0,100.0,0.0008230511282489861
2024-11-22,290.9942,189.4,283.0,380.0,80.0,50.0,200.0,200.0,120.0,200.0,200.0,313.0,308.0,275.0,100.0,100.0,0.0008640392936240526
2024-11-23,291.0,189.4,283.0,380.0,80.0,50.0,200.0,200.0,120.0,200.0,200.0,313.0,308.0,275.0,100.0,100.0,0.0008767522005319606
2024-11-24,291.0,189.4,283.0,380.0,80.0,50.0,200.0,200.0,120.0,200.0,200.0,313.0,308.0,275.0,100.0,100.0,0.0008767522005319606
2024-11-25,290.9399,189.4,283.0,450.0,100.0,60.0,230.0,200.0,120.0,200.0,350.0,313.0,315.0,275.0,100.0,100.0,0.0007450201824016345
2024-11-26,291.0625,189.4,283.0,500.0,130.0,60.0,230.0,200.0,120.0,220.0,400.0,283.0,315.0,275.0,100.0,100.0,0.0010137447318648851
2024-11-27,291.1471,189.4,283.0,550.0,130.0,80.0,250.0,250.0,120.0,250.0,600.0,275.0,315.0,275.0,100.0,100.0,0.001199177822277464
2024-11-28,291.0933,189.4,283.0,500.0,120.0,100.0,250.0,300.0,120.0,230.0,600.0,277.0,350.0,275.0,80.0,100.0,0.0010812546513057075
2024-11-29,290.9179,189.4,283.0,500.0,150.0,80.0,250.0,300.0,120.0,230.0,450.0,283.0,348.0,275.0,80.0,100.0,0.0006967988113726342
2024-11-30,290.6,189.4,283.0,500.0,150.0,80.0,250.0,300.0,120.0,230.0,450.0,283.0,348.0,275.0,80.0,100.0,0.0
2024-12-01,290.6,191.7,286.0,500.0,150.0,80.0,250.0,300.0,120.0,230.0,450.0,283.0,348.0,275.0,80.0,100.0,0.037415009775751296
2024-12-02,290.6996,191.7,286.0,600.0,150.0,80.0,270.0,300.0,120.0,270.0,400.0,283.0,325.0,275.0,80.0,100.0,0.03763332107368361
2024-12-03,290.6498,191.7,286.0,800.0,100.0,100.0,250.0,300.0,120.0,270.0,350.0,250.0,340.0,272.0,80.0,100.0,0.03752416542471709
2024-12-04,290.5357,191.7,286.0,900.0,100.0,80.0,200.0,300.0,140.0,300.0,600.0,250.0,318.0,272.0,70.0,100.0,0.0372740718595157
2024-12-05,290.5201,191.7,286.0,850.0,100.0,80.0,200.0,300.0,140.0,300.0,600.0,250.0,325.0,272.0,70.0,100.0,0.03723987852369459
2024-12-06,290.4005,191.7,286.0,800.0,80.0,60.0,200.0,250.0,140.0,300.0,550.0,250.0,320.0,272.0,70.0,80.0,0.03697772961573598
2024-12-07,290.25,191.7,286.0,800.0,80.0,60.0,200.0,250.0,140.0,300.0,550.0,250.0,320.0,272.0,70.0,80.0,0.03664785160028583
2024-12-08,290.25,191.7,286.0,800.0,80.0,60.0,200.0,250.0,140.0,300.0,550.0,250.0,320.0,272.0,70.0,80.0,0.03664785160028583
2024-12-09,290.3415,191.7,286.0,600.0,140.0,80.0,250.0,250.0,140.0,320.0,750.0,250.0,346.0,272.0,70.0,120.0,0.03684840866615763
2024-12-10,290.3607,191.7,286.0,600.0,150.0,100.0,230.0,250.0,140.0,320.0,800.0,250.0,363.0,272.0,70.0,120.0,0.036890492771782635
2024-12-11,290.3096,191.7,286.0,550.0,140.0,180.0,230.0,200.0,140.0,350.0,900.0,250.0,360.0,272.0,70.0,150.0,0.03677848767816483
2024-12-12,290.2963,191.7,286.0,500.0,150.0,180.0,200.0,250.0,140.0,330.0,900.0,250.0,360.0,272.0,70.0,150.0,0.03674933566749705
2024-12-13,290.2596,191.7,286.0,450.0,180.0,200.0,200.0,250.0,140.0,330.0,1000.0,250.0,357.0,272.0,70.0,150.0,0.03666889365309833
2024-12-14,290.15,191.7,286.0,450.0,180.0,200.0,200.0,250.0,140.0,330.0,1000.0,250.0,357.0,272.0,70.0,150.0,0.03642866355015284
2024-12-15,290.15,191.7,286.0,450.0,180.0,200.0,200.0,250.0,140.0,330.0,1000.0,250.0,357.0,272.0,70.0,150.0,0.03642866355015284
2024-12-16,290.323,191.7,286.0,350.0,150.0,250.0,350.0,300.0,150.0,320.0,900.0,280.0,350.0,272.0,70.0,150.0,0.03680785887688259
2024-12-17,290.7605,191.7,286.0,300.0,130.0,200.0,420.0,280.0,150.0,320.0,900.0,280.0,350.0,275.0,70.0,150.0,0.037766806596214564
2024-12-18,290.9406,191.7,286.0,350.0,150.0,200.0,500.0,280.0,160.0,320.0,1000.0,280.0,343.0,272.0,70.0,150.0,0.03816156427450357
2024-12-19,291.2826,191.7,286.0,350.0,130.0,150.0,500.0,280.0,160.0,320.0,1000.0,280.0,340.0,273.0,80.0,150.0,0.0389111874059585
2024-12-20,292.6811,191.7,286.0,400.0,150.0,150.0,480.0,280.0,170.0,300.0,1000.0,280.0,343.0,270.0,80.0,130.0,0.041976532287067714
2024-12-21,293.5,191.7,286.0,400.0,150.0,150.0,480.0,280.0,170.0,300.0,1000.0,280.0,343.0,270.0,80.0,130.0,0.043771463229605956
2024-12-22,293.5,191.7,286.0,400.0,150.0,150.0,480.0,280.0,170.0,300.0,1000.0,280.0,343.0,270.0,80.0,130.0,0.043771463229605956
2024-12-23,293.1667,191.7,286.0,450.0,150.0,150.0,400.0,350.0,200.0,300.0,800.0,280.0,350.0,273.0,100.0,130.0,0.043040909458512855
2024-12-24,295.6109,191.7,286.0,400.0,150.0,150.0,300.0,300.0,200.0,250.0,800.0,280.0,350.0,273.0,130.0,170.0,0.04839830377986254
2024-12-25,294.5,191.7,286.0,400.0,150.0,150.0,300.0,300.0,200.0,250.0,800.0,280.0,350.0,273.0,130.0,170.0,0.04596334373093586
2024-12-26,296.4816,191.7,286.0,450.0,150.0,150.0,250.0,450.0,200.0,250.0,1200.0,280.0,350.0,272.0,130.0,170.0,0.05030677413236989
2024-12-27,294.3343,191.7,286.0,450.0,130.0,150.0,280.0,420.0,200.0,230.0,1000.0,280.0,350.0,272.0,130.0,170.0,0.045600149131865275
2024-12-28,292.0,191.7,286.0,450.0,130.0,150.0,280.0,420.0,200.0,230.0,1000.0,280.0,350.0,272.0,130.0,170.0,0.040483642477612436
2024-12-29,292.0,191.7,286.0,450.0,130.0,150.0,280.0,420.0,200.0,230.0,1000.0,280.0,350.0,272.0,130.0,170.0,0.040483642477612436
2024-12-30,292.7528,191.7,286.0,400.0,200.0,150.0,250.0,350.0,180.0,200.0,800.0,280.0,350.0,275.0,130.0,170.0,0.042133690119013134
2024-12-31,292.5833,191.7,286.0,450.0,250.0,130.0,250.0,400.0,180.0,200.0,900.0,280.0,350.0,275.0,130.0,170.0,0.041762166374037346
2025-01-01,293.0027,192.6,286.0,400.0,200.0,100.0,200.0,400.0,180.0,200.0,700.0,280.0,350.0,270.0,100.0,170.0,0.04364523376572216
2025-01-02,293.4147,192.6,286.0,400.0,200.0,120.0,200.0,400.0,160.0,200.0,800.0,280.0,350.0,273.0,100.0,180.0,0.044548288532269886
2025-01-03,293.2654,192.6,286.0,250.0,250.0,160.0,400.0,400.0,160.0,200.0,1000.0,280.0,350.0,273.0,100.0,180.0,0.04422104077342176
2025-01-04,293.5,192.6,286.0,250.0,250.0,160.0,400.0,400.0,160.0,200.0,1000.0,280.0,350.0,273.0,100.0,180.0,0.0447352559390331
2025-01-05,293.5,192.6,286.0,250.0,250.0,160.0,400.0,400.0,160.0,200.0,1000.0,280.0,350.0,273.0,100.0,180.0,0.0447352559390331
2025-01-06,293.5577,192.6,286.0,300.0,180.0,150.0,350.0,300.0,150.0,180.0,600.0,280.0,350.0,273.0,130.0,170.0,0.044861727443960164
2025-01-07,294.9314,192.6,286.0,300.0,250.0,150.0,300.0,300.0,150.0,180.0,800.0,280.0,350.0,273.0,130.0,170.0,0.04787271368863644
2025-01-08,296.1507,192.6,286.0,250.0,200.0,130.0,250.0,300.0,120.0,180.0,700.0,280.0,357.0,275.0,130.0,120.0,0.05054527358390731
2025-01-09,296.0915,192.6,286.0,250.0,180.0,130.0,230.0,250.0,120.0,150.0,700.0,280.0,357.0,273.0,130.0,120.0,0.05041551425822832
2025-01-10,295.5931,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0,0.04932308101636601
2025-01-11,294.4,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0,0.046707948390230014
2025-01-12,294.4,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0,0.046707948390230014
2025-01-13,294.4,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0,0.046707948390230014
2025-01-14,294.4,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0,0.046707948390230014
2025-01-15,294.5963,192.6,286.0,300.0,250.0,150.0,250.0,300.0,100.0,180.0,1100.0,280.0,370.0,273.0,120.0,120.0,0.04713821453264072
2025-01-16,295.221,192.6,286.0,300.0,280.0,150.0,250.0,300.0,100.0,150.0,1000.0,280.0,365.0,273.0,120.0,120.0,0.04850748228182161
2025-01-17,296.5135,192.6,286.0,330.0,250.0,150.0,200.0,250.0,100.0,150.0,900.0,280.0,365.0,273.0,120.0,120.0,0.051340487829789894
2025-01-18,296.3,192.6,286.0,330.0,250.0,150.0,200.0,250.0,100.0,150.0,900.0,280.0,365.0,273.0,120.0,120.0,0.050872521342755495
2025-01-19,296.3,192.6,286.0,330.0,250.0,150.0,200.0,250.0,100.0,150.0,900.0,280.0,365.0,273.0,120.0,120.0,0.050872521342755495
2025-01-20,296.6599,192.6,286.0,550.0,250.0,150.0,250.0,300.0,120.0,150.0,1300.0,280.0,413.0,273.0,100.0,120.0,0.05166137913518409
2025-01-21,296.8545,192.6,286.0,350.0,200.0,150.0,250.0,350.0,120.0,150.0,1300.0,280.0,413.0,273.0,100.0,120.0,0.05208791908074284
2025-01-22,297.4952,192.6,286.0,300.0,250.0,150.0,250.0,300.0,120.0,150.0,1000.0,280.0,407.0,272.0,100.0,120.0,0.053492256917944736
2025-01-23,298.6584,192.6,286.0,350.0,250.0,150.0,300.0,250.0,120.0,200.0,1000.0,280.0,423.0,272.0,100.0,120.0,0.05604185231709058
2025-01-24,298.8605,192.6,286.0,400.0,280.0,150.0,300.0,300.0,120.0,230.0,900.0,280.0,407.0,272.0,100.0,120.0,0.05648483136640986
2025-01-25,298.1,192.6,286.0,400.0,280.0,150.0,300.0,300.0,120.0,230.0,1300.0,280.0,407.0,272.0,100.0,120.0,0.054817906245148595
2025-01-26,298.1,192.6,286.0,400.0,280.0,150.0,300.0,300.0,120.0,230.0,1300.0,280.0,407.0,272.0,100.0,120.0,0.054817906245148595
2025-01-27,298.411,192.6,286.0,600.0,300.0,150.0,250.0,300.0,120.0,180.0,1300.0,280.0,390.0,275.0,100.0,120.0,0.055499581081062066
2025-01-28,298.4691,192.6,286.0,600.0,300.0,150.0,250.0,350.0,120.0,180.0,1000.0,280.0,423.0,272.0,100.0,120.0,0.05562692933818908
2025-01-29,297.899,192.6,286.0,550.0,300.0,130.0,250.0,350.0,120.0,200.0,1000.0,280.0,385.0,272.0,100.0,100.0,0.05437733826438129
2025-01-30,296.5464,192.6,286.0,550.0,280.0,130.0,270.0,330.0,120.0,200.0,1100.0,280.0,410.0,272.0,100.0,100.0,0.05141260069828335
2025-01-31,297.5797,192.6,286.0,550.0,300.0,150.0,300.0,330.0,120.0,200.0,1200.0,280.0,385.0,270.0,120.0,120.0,0.05367747082030666
2025-02-01,297.5797,192.2,286.0,550.0,300.0,150.0,300.0,330.0,120.0,200.0,1200.0,280.0,385.0,270.0,120.0,120.0,0.053249118505005855
2025-02-02,297.5797,192.2,286.0,550.0,300.0,150.0,300.0,330.0,120.0,200.0,1200.0,280.0,385.0,270.0,120.0,120.0,0.053249118505005855
2025-02-03,297.6367,192.2,286.0,500.0,300.0,200.0,250.0,300.0,120.0,200.0,1200.0,280.0,385.0,265.0,100.0,100.0,0.05337405569358156
2025-02-04,297.6367,192.2,286.0,500.0,300.0,200.0,250.0,300.0,120.0,200.0,1200.0,280.0,385.0,265.0,100.0,100.0,0.05337405569358156
2025-02-05,299.1413,192.2,286.0,400.0,450.0,200.0,200.0,300.0,120.0,200.0,1000.0,280.0,375.0,265.0,120.0,120.0,0.05667195909588163
2025-02-06,298.9288,192.2,286.0,450.0,450.0,200.0,200.0,400.0,120.0,200.0,1200.0,280.0,347.0,265.0,120.0,120.0,0.05620618448934922
2025-02-07,298.4908,192.2,286.0,450.0,500.0,200.0,200.0,400.0,120.0,220.0,1200.0,280.0,330.0,268.0,120.0,120.0,0.0552461408297672
2025-02-08,298.4908,192.2,286.0,450.0,500.0,200.0,200.0,400.0,120.0,220.0,1200.0,280.0,330.0,268.0,120.0,120.0,0.0552461408297672
2025-02-09,298.4908,192.2,286.0,450.0,500.0,200.0,200.0,400.0,120.0,220.0,1200.0,280.0,330.0,268.0,120.0,120.0,0.0552461408297672
2025-02-10,297.6589,192.2,286.0,400.0,650.0,250.0,150.0,550.0,120.0,250.0,1000.0,280.0,375.0,265.0,120.0,120.0,0.0534227154407112
2025-02-11,297.5176,192.2,286.0,450.0,700.0,250.0,200.0,550.0,120.0,250.0,1200.0,280.0,375.0,263.0,120.0,200.0,0.05311300272587355
2025-02-12,297.5176,192.2,286.0,450.0,700.0,250.0,200.0,550.0,120.0,250.0,1200.0,280.0,375.0,263.0,120.0,200.0,0.05311300272587355
2025-02-13,297.0173,192.2,286.0,350.0,650.0,280.0,200.0,550.0,120.0,250.0,1300.0,280.0,375.0,260.0,100.0,200.0,0.05201640491105797
2025-02-14,296.556,192.2,286.0,300.0,600.0,300.0,150.0,550.0,120.0,250.0,1500.0,280.0,375.0,260.0,100.0,250.0,0.05100529043579505
2025-02-15,296.556,192.2,286.0,300.0,600.0,300.0,150.0,550.0,120.0,250.0,1500.0,280.0,375.0,260.0,100.0,250.0,0.05100529043579505
2025-02-16,296.556,192.2,286.0,300.0,600.0,300.0,150.0,550.0,120.0,250.0,1500.0,280.0,375.0,260.0,100.0,250.0,0.05100529043579505
2025-02-17,295.5232,192.2,286.0,350.0,800.0,300.0,120.0,500.0,160.0,200.0,1400.0,280.0,375.0,263.0,100.0,280.0,0.04874151625402168
2025-02-18,295.3468,192.2,286.0,300.0,800.0,300.0,120.0,500.0,160.0,150.0,1200.0,280.0,367.0,263.0,100.0,280.0,0.048354868533587336
2025-02-19,295.8921,192.2,286.0,200.0,600.0,300.0,120.0,500.0,170.0,150.0,1200.0,255.0,363.0,263.0,100.0,280.0,0.04955010097096285
2025-02-20,296.6271,192.2,286.0,250.0,600.0,320.0,120.0,550.0,170.0,170.0,1200.0,210.0,357.0,263.0,100.0,280.0,0.05116113313943982
2025-02-21,296.4754,192.2,286.0,250.0,600.0,320.0,150.0,550.0,170.0,200.0,1100.0,200.0,330.0,262.0,120.0,280.0,0.050828624867387706
2025-02-22,296.4754,192.2,286.0,250.0,600.0,320.0,150.0,550.0,170.0,200.0,1100.0,200.0,330.0,262.0,120.0,280.0,0.050828624867387706
2025-02-23,296.4754,192.2,286.0,250.0,600.0,320.0,150.0,550.0,170.0,200.0,1100.0,200.0,330.0,262.0,120.0,280.0,0.050828624867387706
2025-02-24,295.8829,192.2,286.0,200.0,1000.0,300.0,120.0,200.0,170.0,100.0,1100.0,200.0,320.0,262.0,100.0,260.0,0.0495299356703503
2025-02-25,295.749,192.2,286.0,200.0,900.0,320.0,120.0,150.0,170.0,100.0,1100.0,210.0,320.0,260.0,100.0,280.0,0.049236442871222585
2025-02-26,295.749,192.2,286.0,200.0,900.0,320.0,120.0,150.0,170.0,100.0,1100.0,210.0,320.0,260.0,100.0,280.0,0.049236442871222585
2025-02-27,295.7164,192.2,286.0,180.0,600.0,280.0,120.0,150.0,150.0,100.0,1000.0,210.0,333.0,260.0,120.0,280.0,0.04916498756687909
2025-02-28,295.4981,192.2,286.0,150.0,800.0,350.0,140.0,150.0,150.0,100.0,1200.0,200.0,343.0,260.0,120.0,280.0,0.048686500053438775
2025-03-01,295.4981,191.6,286.0,150.0,800.0,350.0,140.0,150.0,150.0,100.0,1200.0,200.0,343.0,260.0,120.0,280.0,0.048043971580487566
2025-03-02,295.4981,191.6,286.0,150.0,800.0,350.0,140.0,150.0,150.0,100.0,1200.0,200.0,343.0,260.0,120.0,280.0,0.048043971580487566
2025-03-03,295.368,191.6,286.0,180.0,700.0,350.0,180.0,120.0,130.0,150.0,1000.0,200.0,343.0,260.0,120.0,280.0,0.04775880792726439
2025-03-04,295.347,191.6,286.0,200.0,700.0,300.0,200.0,120.0,130.0,150.0,1000.0,190.0,343.0,260.0,120.0,280.0,0.0477127784367361
2025-03-05,295.2061,191.6,286.0,180.0,600.0,300.0,200.0,120.0,130.0,130.0,700.0,190.0,343.0,260.0,120.0,280.0,0.047403942474099126
2025-03-06,295.2296,191.6,286.0,350.0,700.0,250.0,200.0,120.0,130.0,150.0,450.0,195.0,340.0,260.0,120.0,280.0,0.047455451665880055
2025-03-07,295.5809,191.6,286.0,300.0,700.0,200.0,150.0,120.0,150.0,200.0,500.0,200.0,323.0,260.0,120.0,280.0,0.048225459285997474
2025-03-08,295.5809,191.6,286.0,300.0,700.0,200.0,150.0,120.0,150.0,200.0,500.0,200.0,323.0,260.0,120.0,280.0,0.048225459285997474
2025-03-09,295.5809,191.6,286.0,300.0,700.0,200.0,150.0,120.0,150.0,200.0,500.0,200.0,323.0,260.0,120.0,280.0,0.048225459285997474
2025-03-10,295.468,191.6,286.0,400.0,650.0,250.0,150.0,150.0,130.0,250.0,800.0,260.0,303.0,260.0,120.0,280.0,0.04797799597739738
2025-03-11,295.4696,191.6,286.0,450.0,600.0,300.0,170.0,150.0,130.0,250.0,800.0,220.0,320.0,260.0,100.0,290.0,0.047981502986199354
2025-03-12,295.5014,191.6,286.0,350.0,650.0,250.0,150.0,150.0,130.0,250.0,900.0,220.0,293.0,260.0,100.0,290.0,0.0480512047861415
2025-03-13,295.5014,191.6,286.0,350.0,650.0,250.0,150.0,150.0,130.0,250.0,900.0,220.0,293.0,260.0,100.0,290.0,0.0480512047861415
2025-03-14,295.4196,191.6,286.0,350.0,650.0,250.0,200.0,180.0,130.0,250.0,800.0,175.0,307.0,260.0,100.0,290.0,0.04787190896113286
2025-03-15,295.4196,191.6,286.0,350.0,650.0,250.0,200.0,180.0,130.0,250.0,800.0,175.0,307.0,260.0,100.0,290.0,0.04787190896113286
2025-03-16,295.4196,191.6,286.0,350.0,650.0,250.0,200.0,180.0,130.0,250.0,800.0,175.0,307.0,260.0,100.0,290.0,0.04787190896113286
2025-03-17,295.8118,191.6,286.0,600.0,500.0,320.0,300.0,150.0,130.0,300.0,700.0,175.0,320.0,260.0,120.0,150.0,0.048731564493754265
2025-03-18,296.2915,191.6,286.0,600.0,500.0,300.0,300.0,130.0,130.0,300.0,700.0,175.0,320.0,260.0,120.0,150.0,0.04978300957024223
2025-03-19,296.04,191.6,286.0,450.0,500.0,200.0,250.0,150.0,130.0,300.0,600.0,175.0,317.0,260.0,120.0,150.0,0.04923175162415777
2025-03-20,296.2133,191.6,286.0,400.0,400.0,180.0,200.0,200.0,130.0,300.0,600.0,200.0,307.0,260.0,100.0,150.0,0.04961160451503821
2025-03-21,296.6034,191.6,286.0,450.0,350.0,150.0,150.0,200.0,130.0,300.0,600.0,200.0,297.0,260.0,120.0,150.0,0.05046665709860698
2025-03-22,296.6034,191.6,286.0,450.0,350.0,150.0,150.0,200.0,130.0,300.0,600.0,200.0,297.0,260.0,120.0,150.0,0.05046665709860698
2025-03-23,296.6034,191.6,286.0,450.0,350.0,150.0,150.0,200.0,130.0,300.0,600.0,200.0,297.0,260.0,120.0,150.0,0.05046665709860698
2025-03-24,296.5901,191.6,286.0,500.0,700.0,200.0,200.0,300.0,130.0,300.0,500.0,140.0,280.0,260.0,100.0,120.0,0.050437505087939205
2025-03-25,296.7237,191.6,286.0,500.0,650.0,250.0,200.0,300.0,130.0,350.0,450.0,160.0,277.0,260.0,100.0,120.0,0.05073034032291629
2025-03-26,296.6087,191.6,286.0,500.0,600.0,250.0,200.0,300.0,130.0,350.0,450.0,150.0,260.0,260.0,100.0,120.0,0.05047827406526356
