Date,ExchangeRate,HeadlineInflation,FuelPrice(Diesel),Beans,Carrot,Cabbage,Tomato,Brinjal,Pumpkin,Snake gourd,Green Chilli,Red Onion (Local),Potato (Local),Red Dhal,Banana (Sour),Papaw
2024-12-28,292.0,191.7,286.0,450.0,130.0,150.0,280.0,420.0,200.0,230.0,1000.0,280.0,350.0,272.0,130.0,170.0
2024-12-29,292.0,191.7,286.0,450.0,130.0,150.0,280.0,420.0,200.0,230.0,1000.0,280.0,350.0,272.0,130.0,170.0
2024-12-30,292.7528,191.7,286.0,400.0,200.0,150.0,250.0,350.0,180.0,200.0,800.0,280.0,350.0,275.0,130.0,170.0
2024-12-31,292.5833,191.7,286.0,450.0,250.0,130.0,250.0,400.0,180.0,200.0,900.0,280.0,350.0,275.0,130.0,170.0
2025-01-01,293.0027,192.6,286.0,400.0,200.0,100.0,200.0,400.0,180.0,200.0,700.0,280.0,350.0,270.0,100.0,170.0
2025-01-02,293.4147,192.6,286.0,400.0,200.0,120.0,200.0,400.0,160.0,200.0,800.0,280.0,350.0,273.0,100.0,180.0
2025-01-03,293.2654,192.6,286.0,250.0,250.0,160.0,400.0,400.0,160.0,200.0,1000.0,280.0,350.0,273.0,100.0,180.0
2025-01-04,293.5,192.6,286.0,250.0,250.0,160.0,400.0,400.0,160.0,200.0,1000.0,280.0,350.0,273.0,100.0,180.0
2025-01-05,293.5,192.6,286.0,250.0,250.0,160.0,400.0,400.0,160.0,200.0,1000.0,280.0,350.0,273.0,100.0,180.0
2025-01-06,293.5577,192.6,286.0,300.0,180.0,150.0,350.0,300.0,150.0,180.0,600.0,280.0,350.0,273.0,130.0,170.0
2025-01-07,294.9314,192.6,286.0,300.0,250.0,150.0,300.0,300.0,150.0,180.0,800.0,280.0,350.0,273.0,130.0,170.0
2025-01-08,296.1507,192.6,286.0,250.0,200.0,130.0,250.0,300.0,120.0,180.0,700.0,280.0,357.0,275.0,130.0,120.0
2025-01-09,296.0915,192.6,286.0,250.0,180.0,130.0,230.0,250.0,120.0,150.0,700.0,280.0,357.0,273.0,130.0,120.0
2025-01-10,295.5931,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0
2025-01-11,294.4,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0
2025-01-12,294.4,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0
2025-01-13,294.4,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0
2025-01-14,294.4,192.6,286.0,300.0,200.0,150.0,250.0,250.0,100.0,150.0,750.0,280.0,353.0,273.0,100.0,120.0
2025-01-15,294.5963,192.6,286.0,300.0,250.0,150.0,250.0,300.0,100.0,180.0,1100.0,280.0,370.0,273.0,120.0,120.0
2025-01-16,295.221,192.6,286.0,300.0,280.0,150.0,250.0,300.0,100.0,150.0,1000.0,280.0,365.0,273.0,120.0,120.0
2025-01-17,296.5135,192.6,286.0,330.0,250.0,150.0,200.0,250.0,100.0,150.0,900.0,280.0,365.0,273.0,120.0,120.0
2025-01-18,296.3,192.6,286.0,330.0,250.0,150.0,200.0,250.0,100.0,150.0,900.0,280.0,365.0,273.0,120.0,120.0
2025-01-19,296.3,192.6,286.0,330.0,250.0,150.0,200.0,250.0,100.0,150.0,900.0,280.0,365.0,273.0,120.0,120.0
2025-01-20,296.6599,192.6,286.0,550.0,250.0,150.0,250.0,300.0,120.0,150.0,1300.0,280.0,413.0,273.0,100.0,120.0
2025-01-21,296.8545,192.6,286.0,350.0,200.0,150.0,250.0,350.0,120.0,150.0,1300.0,280.0,413.0,273.0,100.0,120.0
2025-01-22,297.4952,192.6,286.0,300.0,250.0,150.0,250.0,300.0,120.0,150.0,1000.0,280.0,407.0,272.0,100.0,120.0
2025-01-23,298.6584,192.6,286.0,350.0,250.0,150.0,300.0,250.0,120.0,200.0,1000.0,280.0,423.0,272.0,100.0,120.0
2025-01-24,298.8605,192.6,286.0,400.0,280.0,150.0,300.0,300.0,120.0,230.0,900.0,280.0,407.0,272.0,100.0,120.0
2025-01-25,298.1,192.6,286.0,400.0,280.0,150.0,300.0,300.0,120.0,230.0,1300.0,280.0,407.0,272.0,100.0,120.0
2025-01-26,298.1,192.6,286.0,400.0,280.0,150.0,300.0,300.0,120.0,230.0,1300.0,280.0,407.0,272.0,100.0,120.0
2025-01-27,298.411,192.6,286.0,600.0,300.0,150.0,250.0,300.0,120.0,180.0,1300.0,280.0,390.0,275.0,100.0,120.0
2025-01-28,298.4691,192.6,286.0,600.0,300.0,150.0,250.0,350.0,120.0,180.0,1000.0,280.0,423.0,272.0,100.0,120.0
2025-01-29,297.899,192.6,286.0,550.0,300.0,130.0,250.0,350.0,120.0,200.0,1000.0,280.0,385.0,272.0,100.0,100.0
2025-01-30,296.5464,192.6,286.0,550.0,280.0,130.0,270.0,330.0,120.0,200.0,1100.0,280.0,410.0,272.0,100.0,100.0
2025-01-31,297.5797,192.6,286.0,550.0,300.0,150.0,300.0,330.0,120.0,200.0,1200.0,280.0,385.0,270.0,120.0,120.0
2025-02-01,297.5797,192.2,286.0,550.0,300.0,150.0,300.0,330.0,120.0,200.0,1200.0,280.0,385.0,270.0,120.0,120.0
2025-02-02,297.5797,192.2,286.0,550.0,300.0,150.0,300.0,330.0,120.0,200.0,1200.0,280.0,385.0,270.0,120.0,120.0
2025-02-03,297.6367,192.2,286.0,500.0,300.0,200.0,250.0,300.0,120.0,200.0,1200.0,280.0,385.0,265.0,100.0,100.0
2025-02-04,297.6367,192.2,286.0,500.0,300.0,200.0,250.0,300.0,120.0,200.0,1200.0,280.0,385.0,265.0,100.0,100.0
2025-02-05,299.1413,192.2,286.0,400.0,450.0,200.0,200.0,300.0,120.0,200.0,1000.0,280.0,375.0,265.0,120.0,120.0
2025-02-06,298.9288,192.2,286.0,450.0,450.0,200.0,200.0,400.0,120.0,200.0,1200.0,280.0,347.0,265.0,120.0,120.0
2025-02-07,298.4908,192.2,286.0,450.0,500.0,200.0,200.0,400.0,120.0,220.0,1200.0,280.0,330.0,268.0,120.0,120.0
2025-02-08,298.4908,192.2,286.0,450.0,500.0,200.0,200.0,400.0,120.0,220.0,1200.0,280.0,330.0,268.0,120.0,120.0
2025-02-09,298.4908,192.2,286.0,450.0,500.0,200.0,200.0,400.0,120.0,220.0,1200.0,280.0,330.0,268.0,120.0,120.0
2025-02-10,297.6589,192.2,286.0,400.0,650.0,250.0,150.0,550.0,120.0,250.0,1000.0,280.0,375.0,265.0,120.0,120.0
2025-02-11,297.5176,192.2,286.0,450.0,700.0,250.0,200.0,550.0,120.0,250.0,1200.0,280.0,375.0,263.0,120.0,200.0
2025-02-12,297.5176,192.2,286.0,450.0,700.0,250.0,200.0,550.0,120.0,250.0,1200.0,280.0,375.0,263.0,120.0,200.0
2025-02-13,297.0173,192.2,286.0,350.0,650.0,280.0,200.0,550.0,120.0,250.0,1300.0,280.0,375.0,260.0,100.0,200.0
2025-02-14,296.556,192.2,286.0,300.0,600.0,300.0,150.0,550.0,120.0,250.0,1500.0,280.0,375.0,260.0,100.0,250.0
2025-02-15,296.556,192.2,286.0,300.0,600.0,300.0,150.0,550.0,120.0,250.0,1500.0,280.0,375.0,260.0,100.0,250.0
2025-02-16,296.556,192.2,286.0,300.0,600.0,300.0,150.0,550.0,120.0,250.0,1500.0,280.0,375.0,260.0,100.0,250.0
2025-02-17,295.5232,192.2,286.0,350.0,800.0,300.0,120.0,500.0,160.0,200.0,1400.0,280.0,375.0,263.0,100.0,280.0
2025-02-18,295.3468,192.2,286.0,300.0,800.0,300.0,120.0,500.0,160.0,150.0,1200.0,280.0,367.0,263.0,100.0,280.0
2025-02-19,295.8921,192.2,286.0,200.0,600.0,300.0,120.0,500.0,170.0,150.0,1200.0,255.0,363.0,263.0,100.0,280.0
2025-02-20,296.6271,192.2,286.0,250.0,600.0,320.0,120.0,550.0,170.0,170.0,1200.0,210.0,357.0,263.0,100.0,280.0
2025-02-21,296.4754,192.2,286.0,250.0,600.0,320.0,150.0,550.0,170.0,200.0,1100.0,200.0,330.0,262.0,120.0,280.0
2025-02-22,296.4754,192.2,286.0,250.0,600.0,320.0,150.0,550.0,170.0,200.0,1100.0,200.0,330.0,262.0,120.0,280.0
2025-02-23,296.4754,192.2,286.0,250.0,600.0,320.0,150.0,550.0,170.0,200.0,1100.0,200.0,330.0,262.0,120.0,280.0
2025-02-24,295.8829,192.2,286.0,200.0,1000.0,300.0,120.0,200.0,170.0,100.0,1100.0,200.0,320.0,262.0,100.0,260.0
2025-02-25,295.749,192.2,286.0,200.0,900.0,320.0,120.0,150.0,170.0,100.0,1100.0,210.0,320.0,260.0,100.0,280.0
2025-02-26,295.749,192.2,286.0,200.0,900.0,320.0,120.0,150.0,170.0,100.0,1100.0,210.0,320.0,260.0,100.0,280.0
2025-02-27,295.7164,192.2,286.0,180.0,600.0,280.0,120.0,150.0,150.0,100.0,1000.0,210.0,333.0,260.0,120.0,280.0
2025-02-28,295.4981,192.2,286.0,150.0,800.0,350.0,140.0,150.0,150.0,100.0,1200.0,200.0,343.0,260.0,120.0,280.0
2025-03-01,295.4981,191.6,286.0,150.0,800.0,350.0,140.0,150.0,150.0,100.0,1200.0,200.0,343.0,260.0,120.0,280.0
2025-03-02,295.4981,191.6,286.0,150.0,800.0,350.0,140.0,150.0,150.0,100.0,1200.0,200.0,343.0,260.0,120.0,280.0
2025-03-03,295.368,191.6,286.0,180.0,700.0,350.0,180.0,120.0,130.0,150.0,1000.0,200.0,343.0,260.0,120.0,280.0
2025-03-04,295.347,191.6,286.0,200.0,700.0,300.0,200.0,120.0,130.0,150.0,1000.0,190.0,343.0,260.0,120.0,280.0
2025-03-05,295.2061,191.6,286.0,180.0,600.0,300.0,200.0,120.0,130.0,130.0,700.0,190.0,343.0,260.0,120.0,280.0
2025-03-06,295.2296,191.6,286.0,350.0,700.0,250.0,200.0,120.0,130.0,150.0,450.0,195.0,340.0,260.0,120.0,280.0
2025-03-07,295.5809,191.6,286.0,300.0,700.0,200.0,150.0,120.0,150.0,200.0,500.0,200.0,323.0,260.0,120.0,280.0
2025-03-08,295.5809,191.6,286.0,300.0,700.0,200.0,150.0,120.0,150.0,200.0,500.0,200.0,323.0,260.0,120.0,280.0
2025-03-09,295.5809,191.6,286.0,300.0,700.0,200.0,150.0,120.0,150.0,200.0,500.0,200.0,323.0,260.0,120.0,280.0
2025-03-10,295.468,191.6,286.0,400.0,650.0,250.0,150.0,150.0,130.0,250.0,800.0,260.0,303.0,260.0,120.0,280.0
2025-03-11,295.4696,191.6,286.0,450.0,600.0,300.0,170.0,150.0,130.0,250.0,800.0,220.0,320.0,260.0,100.0,290.0
2025-03-12,295.5014,191.6,286.0,350.0,650.0,250.0,150.0,150.0,130.0,250.0,900.0,220.0,293.0,260.0,100.0,290.0
2025-03-13,295.5014,191.6,286.0,350.0,650.0,250.0,150.0,150.0,130.0,250.0,900.0,220.0,293.0,260.0,100.0,290.0
2025-03-14,295.4196,191.6,286.0,350.0,650.0,250.0,200.0,180.0,130.0,250.0,800.0,175.0,307.0,260.0,100.0,290.0
2025-03-15,295.4196,191.6,286.0,350.0,650.0,250.0,200.0,180.0,130.0,250.0,800.0,175.0,307.0,260.0,100.0,290.0
2025-03-16,295.4196,191.6,286.0,350.0,650.0,250.0,200.0,180.0,130.0,250.0,800.0,175.0,307.0,260.0,100.0,290.0
2025-03-17,295.8118,191.6,286.0,600.0,500.0,320.0,300.0,150.0,130.0,300.0,700.0,175.0,320.0,260.0,120.0,150.0
2025-03-18,296.2915,191.6,286.0,600.0,500.0,300.0,300.0,130.0,130.0,300.0,700.0,175.0,320.0,260.0,120.0,150.0
2025-03-19,296.04,191.6,286.0,450.0,500.0,200.0,250.0,150.0,130.0,300.0,600.0,175.0,317.0,260.0,120.0,150.0
2025-03-20,296.2133,191.6,286.0,400.0,400.0,180.0,200.0,200.0,130.0,300.0,600.0,200.0,307.0,260.0,100.0,150.0
2025-03-21,296.6034,191.6,286.0,450.0,350.0,150.0,150.0,200.0,130.0,300.0,600.0,200.0,297.0,260.0,120.0,150.0
2025-03-22,296.6034,191.6,286.0,450.0,350.0,150.0,150.0,200.0,130.0,300.0,600.0,200.0,297.0,260.0,120.0,150.0
2025-03-23,296.6034,191.6,286.0,450.0,350.0,150.0,150.0,200.0,130.0,300.0,600.0,200.0,297.0,260.0,120.0,150.0
2025-03-24,296.5901,191.6,286.0,500.0,700.0,200.0,200.0,300.0,130.0,300.0,500.0,140.0,280.0,260.0,100.0,120.0
2025-03-25,296.7237,191.6,286.0,500.0,650.0,250.0,200.0,300.0,130.0,350.0,450.0,160.0,277.0,260.0,100.0,120.0
2025-03-26,296.6087,191.6,286.0,500.0,600.0,250.0,200.0,300.0,130.0,350.0,450.0,150.0,260.0,260.0,100.0,120.0
2025-03-27,296.4517,191.6,286.0,400.0,600.0,280.0,200.0,300.0,130.0,320.0,500.0,150.0,265.0,260.0,100.0,140.0
2025-03-28,296.3472,191.6,286.0,450.0,550.0,250.0,200.0,300.0,130.0,300.0,500.0,150.0,270.0,260.0,100.0,140.0
2025-03-29,296.3472,191.6,286.0,450.0,550.0,250.0,200.0,300.0,130.0,300.0,500.0,150.0,270.0,260.0,100.0,140.0
2025-03-30,296.3472,191.6,286.0,450.0,550.0,250.0,200.0,300.0,130.0,300.0,500.0,150.0,270.0,260.0,100.0,140.0
2025-03-31,296.3472,191.6,286.0,450.0,550.0,250.0,200.0,300.0,130.0,300.0,500.0,150.0,270.0,260.0,100.0,140.0
2025-04-01,296.3198,191.6,286.0,600.0,500.0,200.0,250.0,500.0,160.0,300.0,400.0,195.0,290.0,260.0,100.0,140.0
2025-04-02,296.1931,191.6,286.0,500.0,500.0,200.0,250.0,500.0,160.0,250.0,500.0,230.0,290.0,260.0,100.0,140.0
2025-04-03,296.0638,191.6,286.0,450.0,400.0,180.0,300.0,500.0,160.0,250.0,650.0,230.0,290.0,260.0,100.0,140.0
2025-04-04,296.8985,191.6,286.0,400.0,450.0,180.0,300.0,500.0,160.0,250.0,650.0,270.0,293.0,260.0,100.0,100.0
2025-04-05,296.8985,191.6,286.0,400.0,450.0,180.0,300.0,500.0,160.0,250.0,650.0,270.0,293.0,260.0,100.0,100.0
2025-04-06,296.8985,191.6,286.0,400.0,450.0,180.0,300.0,500.0,160.0,250.0,650.0,270.0,293.0,260.0,100.0,100.0
2025-04-07,296.7552,191.6,286.0,400.0,350.0,200.0,300.0,500.0,160.0,300.0,650.0,257.0,293.0,260.0,100.0,100.0
2025-04-08,297.5237,191.6,286.0,450.0,350.0,200.0,450.0,500.0,160.0,300.0,650.0,273.0,280.0,260.0,100.0,100.0
2025-04-09,298.6051,191.6,286.0,500.0,350.0,150.0,500.0,500.0,160.0,300.0,500.0,273.0,280.0,260.0,100.0,100.0
2025-04-10,301.2049,191.6,286.0,600.0,300.0,200.0,600.0,500.0,200.0,300.0,500.0,277.0,280.0,260.0,100.0,100.0
2025-04-11,298.8721,191.6,286.0,600.0,400.0,200.0,600.0,500.0,200.0,300.0,600.0,300.0,285.0,260.0,150.0,100.0
2025-04-12,298.8721,191.6,286.0,600.0,400.0,200.0,600.0,500.0,200.0,300.0,600.0,300.0,285.0,260.0,150.0,100.0
2025-04-13,298.8721,191.6,286.0,600.0,400.0,200.0,600.0,500.0,200.0,300.0,600.0,300.0,285.0,260.0,150.0,100.0
2025-04-14,298.8721,191.6,286.0,600.0,400.0,200.0,600.0,500.0,200.0,300.0,600.0,300.0,285.0,260.0,150.0,100.0
2025-04-15,298.8721,191.6,286.0,600.0,400.0,200.0,600.0,500.0,200.0,300.0,600.0,300.0,285.0,260.0,150.0,100.0
2025-04-16,298.138,191.6,286.0,400.0,400.0,200.0,500.0,450.0,180.0,300.0,500.0,300.0,300.0,260.0,100.0,100.0
2025-04-17,298.6186,191.6,286.0,400.0,450.0,200.0,450.0,450.0,180.0,300.0,550.0,300.0,297.0,260.0,100.0,100.0
2025-04-18,298.6186,191.6,286.0,400.0,450.0,200.0,450.0,450.0,180.0,300.0,550.0,300.0,297.0,260.0,100.0,100.0
2025-04-19,298.6186,191.6,286.0,400.0,450.0,200.0,450.0,450.0,180.0,300.0,550.0,300.0,297.0,260.0,100.0,100.0
2025-04-20,298.6186,191.6,286.0,400.0,450.0,200.0,450.0,450.0,180.0,300.0,550.0,300.0,297.0,260.0,100.0,100.0
2025-04-21,299.0786,191.6,286.0,400.0,350.0,200.0,400.0,400.0,160.0,250.0,500.0,275.0,297.0,260.0,100.0,100.0
2025-04-22,299.2328,191.6,286.0,400.00,450.00,250.00,550.00,350.00,180.00,300.00,350.00,265.00,293.00,260.00,100.00,100.00
2025-04-23,299.7194,191.6,286.0,400.0,450.0,250.0,550.0,350.0,180.0,300.0,350.0,265.0,293.0,260.0,100.0,100.0
